username,count,dates,range,mean
pennyelenabooks,87,"[2015, 2014, 2019, 2015, 2015, 2015, 2014, 2015, 2015, 2015, 2015, 2014, 2015, 2014, 2014, 2016, 2014, 2015, 2015, 2014, 2014, 2017, 2020, 2015, 2014, 2015, 2014, 2015, 2015, 2019, 2015, 2014, 2015, 2014, 2014, 2015, 2013, 2016, 2015, 2015, 2020, 2015, 2014, 2015, 2020, 2016, 2014, 2015, 2015, 2020, 2014, 2015, 2014, 2019, 2019, 2015, 2015, 2015, 2013, 2016, 2013, 2018, 2015, 2015, 2015, 2013, 2015, 2014, 2015, 2015, 2015, 2014, 2014, 2015, 2014, 2015, 2015, 2015, 2013, 2014, 2014, 2015, 2015, 2015, 2014, 2014, 2013, 2013, 2015, 2014, 2015, 2018, 2014, 2015, 2015, 2014, 2014, 2015, 2016, 2015, 2019, 2015, 2014, 2014, 2014, 2019, 2016]",7,2015
ironhorse_iv,96,"[2016, 2013, 2013, 2015, 2014, 2013, 2018, 2020, 2012, 2013, 2014, 2015, 2013, 2012, 2013, 2016, 2013, 2014, 2018, 2018, 2016, 2016, 2013, 2016, 2013, 2017, 2015, 2016, 2016, 2015, 2017, 2015, 2015, 2019, 2013, 2016, 2015, 2019, 2018, 2017, 2014, 2015, 2013, 2016, 2014, 2017, 2017, 2014, 2015, 2015, 2018, 2016, 2014, 2018, 2018, 2015, 2014, 2017, 2012, 2016, 2015, 2014, 2013, 2013, 2015, 2014, 2015, 2017, 2015, 2013, 2012, 2014, 2017, 2018, 2015, 2015, 2018, 2016, 2013, 2018, 2016, 2015, 2016, 2013, 2012, 2014, 2013, 2016, 2016, 2016, 2014, 2016, 2015, 2016, 2017, 2014, 2015, 2013, 2017, 2015, 2015, 2015, 2016, 2013, 2015, 2016, 2019, 2012, 2016, 2016, 2016, 2013, 2018, 2015, 2014, 2018, 2013, 2013, 2018, 2020, 2014, 2014, 2014, 2014, 2013, 2015, 2017, 2014, 2017, 2013, 2016, 2014, 2012, 2014, 2014, 2012, 2014, 2013, 2012, 2013, 2014, 2014, 2014, 2018, 2013, 2017, 2015, 2014, 2013, 2013, 2017, 2019, 2015, 2013, 2014, 2013, 2019, 2020, 2016, 2013, 2015, 2019, 2017, 2015, 2013, 2017, 2013, 2017, 2013, 2013, 2013, 2017, 2015, 2013, 2015, 2016, 2015, 2015, 2013, 2016, 2017, 2017, 2014, 2020, 2015, 2015, 2017, 2018, 2013, 2018, 2013, 2013, 2017, 2018, 2014, 2019, 2013, 2014, 2013, 2015, 2019, 2015, 2013, 2013, 2016, 2014, 2019, 2013, 2017, 2016, 2017, 2013, 2013, 2012, 2016, 2013, 2018, 2013, 2014, 2017, 2015, 2014, 2019, 2016, 2013, 2016, 2014, 2016, 2014, 2013, 2015, 2017, 2016, 2013, 2014, 2017, 2012, 2019, 2016, 2015, 2017, 2015, 2013, 2017, 2017, 2016, 2014, 2013, 2013, 2016, 2020, 2014, 2015, 2018, 2015, 2012, 2016, 2016, 2013, 2013, 2012, 2013, 2016, 2013, 2014, 2015, 2016, 2013, 2016, 2016, 2015, 2013, 2013, 2016, 2019, 2017, 2013, 2012, 2014, 2016, 2013, 2016, 2016, 2015, 2013, 2014, 2012, 2013, 2013, 2018, 2013, 2013, 2013, 2014, 2016, 2015, 2013, 2013, 2015, 2013, 2015, 2013, 2015, 2017, 2013, 2014, 2020, 2017, 2013, 2015, 2013, 2014, 2014, 2013, 2014, 2019, 2014, 2019, 2017, 2012, 2013, 2013, 2015, 2014, 2016, 2014, 2018, 2013, 2014, 2018, 2017, 2015, 2012, 2015, 2013, 2013, 2014, 2014, 2013, 2013, 2017, 2013, 2017, 2013, 2014, 2014, 2019, 2013, 2012, 2017, 2013, 2014, 2015, 2015, 2016, 2015, 2019, 2015, 2013, 2016, 2013, 2016, 2014, 2013, 2015, 2017, 2017, 2013, 2013, 2016, 2014, 2012, 2013, 2013, 2016, 2016]",8,2014
Bob Pr.,64,"[1999, 2012, 2004, 2011, 2010, 2013, 2004, 1999, 2004, 2007, 2010, 2006, 2012, 2010, 2011, 2010, 2004, 2005, 2005, 2000, 2004, 2005, 2011, 2004, 2000, 2007, 2005, 2008, 2011, 2017, 2011, 2013, 2003, 2000, 2011, 2011, 2004, 2012, 2011, 2003, 2007, 2012, 2000, 2011, 2011, 2014, 2009, 2012, 2012, 2006, 2011, 2012, 2011, 2007, 2000, 2012, 2000, 2005]",18,2007
TopDawgCritic,258,"[2018, 2017, 2020, 2020, 2017, 2018, 2019, 2017, 2017, 2017, 2018, 2019, 2017, 2017, 2018, 2019, 2018, 2017, 2018, 2017, 2018, 2018, 2017, 2017, 2019, 2017, 2019, 2017, 2017, 2017, 2018, 2018, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2019, 2017, 2017, 2017, 2017, 2017, 2017, 2019, 2017, 2017, 2017, 2017, 2020, 2018, 2020, 2019, 2018, 2017, 2017, 2016, 2017, 2017, 2017, 2017, 2019, 2019, 2017, 2017, 2017, 2017, 2020, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2020, 2019, 2017, 2020, 2017, 2018, 2017, 2018, 2018, 2017, 2017, 2017, 2019, 2017, 2020, 2017, 2018, 2017, 2017, 2017, 2018, 2017, 2017, 2019, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2019, 2017, 2020, 2018, 2020, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2019, 2017, 2017, 2017, 2017, 2019, 2019, 2017, 2017, 2017, 2017, 2017, 2018, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2019, 2018, 2018, 2017, 2017, 2017, 2019, 2017, 2017, 2017, 2017, 2017, 2017]",4,2017
andrewchristianjr,97,"[2019, 2020, 2020, 2020, 2019, 2020, 2019, 2020, 2020, 2019, 2019, 2019, 2020, 2019, 2020, 2020, 2019, 2020, 2019, 2019, 2020, 2019, 2019, 2020, 2020, 2020, 2019, 2020, 2020, 2020, 2019, 2019, 2020, 2019, 2020, 2019, 2020, 2020, 2020, 2020, 2019, 2019, 2019, 2020, 2020, 2020, 2019, 2020, 2019, 2019, 2020, 2020, 2020, 2019, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2020, 2020, 2020, 2019, 2019, 2020, 2020, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2020, 2020, 2019, 2020, 2019, 2019, 2020, 2020, 2020, 2020, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2020, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2020, 2020, 2020, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2020, 2020, 2020, 2020, 2020, 2019, 2019, 2020, 2019, 2019, 2019, 2020, 2019, 2020, 2019, 2020, 2019]",1,2019
matej-trkanjec-133-920386,172,"[2015, 2018, 2013, 2015, 2019, 2018, 2016, 2018, 2012, 2016, 2015, 2014, 2018, 2013, 2017, 2013, 2011, 2011, 2011, 2015, 2013, 2017, 2019, 2019, 2017, 2017, 2012, 2015, 2017, 2019, 2012, 2011, 2016, 2011, 2012, 2012, 2019, 2015, 2017, 2012, 2014, 2012, 2013, 2013, 2012, 2014, 2013, 2015, 2011, 2012, 2017, 2016]",8,2014
moviemattb,66,"[2018, 2015, 2015, 2015, 2016, 2014, 2014, 2014, 2014, 2018, 2014, 2014, 2018, 2014, 2014, 2015, 2016, 2015, 2015, 2015, 2015, 2014, 2015, 2015, 2015, 2015, 2014, 2018, 2016, 2018, 2014, 2014, 2014, 2014, 2014, 2014, 2014, 2017, 2015, 2014, 2015, 2014, 2014, 2015, 2014, 2014, 2014, 2014, 2014, 2014]",4,2014
kriscot-48548,73,"[2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019]",0,2019
Semisonic,122,"[2016, 2019, 2017, 2018, 2015, 2019, 2019, 2017, 2019, 2018, 2018, 2016, 2015, 2019, 2016, 2017, 2018, 2015, 2016, 2017, 2017, 2017, 2015, 2014, 2017, 2017, 2014, 2014, 2018, 2019, 2015, 2017, 2017, 2020, 2020, 2015, 2017, 2015, 2017, 2014, 2017, 2016, 2020, 2015, 2015, 2020, 2016, 2017, 2016, 2015, 2017, 2017, 2018, 2019, 2016, 2016, 2016, 2017, 2016, 2016, 2016, 2015, 2014, 2015, 2016, 2016, 2018, 2015, 2018, 2018, 2016, 2015, 2018, 2016, 2016]",6,2016
dilipbts,52,"[2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020]",1,2019
LebowskiT1000,75,"[2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2003, 2002, 2002, 2003, 2000, 2002, 2001, 2000, 2002, 2002, 2002, 2000, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2000, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2003, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2003, 2003, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 1999, 2002, 2002, 2002, 2006, 2002, 2002, 2002, 2003, 2003, 2002, 2000, 2002, 2001, 2002, 2002, 2002, 1999, 2002, 2000, 2002, 2002, 2003, 2002, 2003, 2003, 2002, 2000, 2002, 2002, 2002, 2000, 2003]",7,2001
mnpollio,87,"[2011, 2007, 2011, 2011, 2015, 2010, 2010, 2011, 2016, 2011, 2007, 2018, 2008, 2007, 2011, 2011, 2007, 2007, 2011, 2012, 2017, 2011, 2007, 2010, 2011, 2009, 2008, 2009, 2010, 2006, 2010, 2010, 2010, 2006, 2007, 2011, 2007, 2007, 2009, 2009, 2017, 2010, 2008, 2011, 2008, 2019, 2012, 2010, 2008, 2008, 2009, 2010, 2008, 2010, 2010, 2011, 2011, 2020, 2014, 2009]",14,2010
Maziun,121,"[2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2016, 2013, 2013, 2014, 2013, 2013, 2013, 2013, 2013, 2013, 2014, 2014, 2018, 2014, 2014, 2013, 2014, 2013, 2013, 2014, 2013, 2013, 2014, 2014, 2013, 2013, 2013, 2014, 2013, 2013, 2013, 2014, 2013, 2013, 2013, 2013, 2015, 2013, 2013, 2014, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013]",5,2013
ilovedolby,385,"[2003, 2004, 2003, 2005, 2004, 2006, 2003, 2003, 2002, 2005, 2005, 2003, 2006, 2005, 2003, 2003, 2005, 2002, 2002, 2006, 2003, 2005, 2004, 2003, 2003, 2002, 2003, 2005, 2003, 2003, 2005, 2003, 2004, 2006, 2003, 2003, 2006, 2003, 2003, 2003, 2003, 2003, 2003, 2002, 2003, 2005, 2003, 2004, 2003, 2003, 2003, 2002, 2003, 2003, 2006, 2003, 2004, 2003]",4,2003
I_Love_Spielberg,55,"[2008, 2008, 2008, 2010, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2009, 2009, 2010, 2008, 2009, 2008, 2008, 2008, 2008, 2009, 2009, 2009, 2008, 2008, 2008, 2008, 2009, 2008, 2009, 2008, 2008, 2008, 2009, 2008, 2008, 2008, 2008, 2008, 2008, 2009, 2009, 2009, 2008, 2009, 2009, 2008, 2008, 2008, 2008, 2008, 2008, 2009, 2008, 2009]",2,2008
siderite,82,"[2016, 2011, 2009, 2008, 2010, 2009, 2019, 2014, 2012, 2019, 2011, 2017, 2017, 2015, 2018, 2015, 2019, 2013, 2006, 2016, 2008, 2010, 2015, 2019, 2018, 2017, 2005, 2016, 2008, 2005, 2015, 2015, 2015, 2018, 2011, 2014, 2017, 2007, 2019, 2012, 2015, 2008, 2018, 2016, 2011, 2014, 2019, 2015, 2006, 2005, 2010, 2005, 2007, 2013, 2008, 2005, 2005, 2005, 2018, 2016, 2010, 2017, 2019, 2009, 2014, 2013, 2016, 2014, 2013, 2005, 2010, 2012, 2014, 2013, 2014, 2013, 2006, 2015, 2017, 2005, 2014, 2013, 2012, 2015, 2014, 2008, 2018, 2015, 2018, 2014, 2015, 2006, 2010, 2005, 2013, 2019, 2017, 2008, 2014, 2014, 2017, 2008, 2013, 2007, 2005, 2008, 2014, 2017, 2007, 2014, 2010, 2005, 2012, 2008, 2008, 2012, 2010, 2010, 2006, 2015, 2014, 2017, 2010, 2009, 2013, 2018, 2020, 2013, 2006, 2015, 2017, 2020, 2019, 2008, 2015, 2017, 2010, 2015, 2007, 2009, 2017, 2010, 2017, 2013, 2015, 2007, 2017, 2014, 2012, 2006, 2005, 2006, 2014, 2015, 2015, 2014, 2013, 2016, 2012, 2015, 2012, 2015, 2009, 2015, 2005, 2018, 2005, 2009, 2015, 2008, 2014, 2009, 2013, 2019, 2013, 2007, 2009, 2020, 2017, 2016, 2005, 2006, 2010, 2012, 2012, 2008, 2018, 2010, 2007, 2011, 2016, 2015, 2015, 2014, 2013, 2007, 2010, 2012, 2007, 2010, 2010, 2016, 2006, 2014, 2012, 2016, 2011, 2016, 2015, 2007, 2017, 2019, 2016, 2009, 2013, 2020, 2015, 2017, 2008, 2008, 2011, 2016, 2011, 2006, 2012, 2009, 2013, 2009, 2012, 2013, 2014, 2012, 2012, 2016, 2012, 2012, 2006, 2014, 2014, 2006, 2008, 2012, 2007, 2006, 2018, 2014, 2006, 2012, 2010, 2012, 2005, 2010, 2007, 2014, 2018, 2008, 2016, 2017, 2017, 2017, 2007, 2012, 2015, 2009, 2006, 2017, 2013, 2012, 2005, 2011, 2007, 2015, 2016, 2015, 2010, 2009, 2014, 2016, 2007, 2009, 2005, 2007, 2009, 2010, 2013, 2018, 2011, 2011, 2013, 2013, 2009, 2015, 2016, 2014, 2013, 2012, 2009, 2013, 2011, 2018, 2014, 2013, 2012, 2016, 2011, 2005, 2012, 2012, 2010, 2006, 2008, 2008, 2017, 2005, 2016, 2012, 2009, 2013, 2005, 2016, 2015, 2006, 2017, 2013, 2016, 2014, 2011, 2006, 2018, 2013, 2009, 2016]",15,2012
funtasticfour,83,"[2019, 2020, 2018, 2020, 2019, 2020, 2018, 2019, 2019, 2018, 2019, 2019, 2018, 2019, 2019, 2020, 2019, 2019, 2018, 2018, 2019, 2019, 2019, 2018, 2018, 2018, 2019, 2018, 2018, 2019, 2019, 2019, 2019, 2019, 2018, 2018, 2019, 2019, 2020, 2018, 2019, 2018, 2019, 2019, 2019, 2019, 2018, 2019, 2018, 2019, 2019, 2019, 2019, 2020, 2018, 2018, 2020, 2020, 2020, 2020, 2020, 2020, 2018, 2018, 2019, 2018, 2018, 2020, 2019, 2018, 2018, 2018, 2019, 2019, 2019, 2018, 2019, 2018, 2019, 2018, 2020, 2020, 2020, 2020, 2018, 2018, 2019, 2018, 2018, 2020, 2019, 2020, 2019, 2019]",2,2018
triple8,57,"[2004, 2003, 2003, 2003, 2006, 2005, 2004, 2006, 2005, 2004, 2004, 2004, 2006, 2003, 2006, 2004, 2005, 2005, 2006, 2004, 2006, 2004, 2006, 2003, 2003, 2004, 2003, 2007, 2003, 2004, 2007, 2004, 2006, 2005, 2004, 2005, 2003, 2004, 2003, 2003, 2004, 2003, 2005, 2005, 2005, 2003, 2004, 2003, 2003, 2005, 2004, 2005, 2007, 2003, 2005, 2003, 2007, 2006, 2004, 2006, 2003, 2003, 2004, 2003, 2005, 2007, 2004, 2003, 2007, 2006, 2003, 2004, 2005, 2004, 2003, 2004, 2004, 2005, 2003, 2003, 2004, 2004, 2003, 2004, 2007, 2005, 2006, 2004, 2003, 2003, 2005, 2006, 2006, 2003, 2004, 2004, 2004, 2007, 2007, 2006, 2006, 2003, 2003, 2003, 2005, 2003, 2003, 2007, 2007, 2004, 2003, 2003, 2003, 2004, 2005, 2004, 2003, 2003, 2004, 2003, 2005, 2005, 2003]",4,2004
XweAponX,155,"[2012, 2007, 2011, 2009, 2020, 2015, 2019, 2010, 2015, 2020, 2016, 2011, 2016, 2012, 2018, 2016, 2011, 2013, 2008, 2014, 2009, 2015, 2009, 2014, 2014, 2007, 2005, 2018, 2014, 2015, 2011, 2008, 2012, 2012, 2016, 2015, 2010, 2012, 2013, 2018, 2009, 2012, 2013, 2012, 2015, 2012, 2015, 2013, 2014, 2011, 2012, 2012, 2012, 2007, 2015, 2011, 2016, 2012, 2009, 2013, 2012, 2012, 2012, 2012, 2020, 2016, 2016, 2011, 2011, 2012, 2012, 2006, 2012, 2007, 2016, 2015, 2015, 2015, 2011, 2005, 2018, 2011, 2011, 2011, 2015, 2013, 2011, 2018, 2014, 2011, 2020, 2011, 2011, 2011, 2008, 2018, 2009, 2017, 2009, 2014, 2003]",17,2012
HelenMary,192,"[2013, 2014, 2013, 2015, 2012, 2017, 2014, 2014, 2012, 2013, 2013, 2012, 2013, 2013, 2013, 2012, 2013, 2012, 2012, 2013, 2012, 2013, 2016, 2013, 2013, 2013, 2013, 2013, 2015, 2017, 2015, 2017, 2014, 2014, 2015, 2012, 2013, 2012, 2014, 2012, 2013, 2014, 2013, 2013, 2012, 2013, 2013, 2013, 2013, 2012, 2012, 2012, 2013, 2012, 2013, 2017, 2015, 2015, 2013, 2012, 2013, 2013, 2013, 2013, 2016, 2013, 2014, 2013, 2013, 2013, 2013, 2014, 2014, 2013, 2011, 2013, 2013, 2012, 2014, 2015, 2013]",6,2013
Atreyu_II,60,"[2007, 2012, 2008, 2010, 2007, 2007, 2011, 2007, 2010, 2008, 2011, 2008, 2011, 2007, 2007, 2010, 2010, 2008, 2007, 2008, 2008, 2008, 2010, 2008, 2010, 2010, 2011, 2007, 2007, 2011, 2010, 2007, 2007, 2008, 2012, 2010, 2008, 2010, 2008, 2007, 2010, 2010, 2008, 2007, 2011, 2008, 2011, 2010, 2007, 2008, 2011, 2008, 2007, 2010, 2007, 2011, 2010, 2007, 2011, 2007, 2011, 2007, 2007, 2011, 2011, 2008, 2007, 2007, 2007, 2007, 2008, 2007, 2010, 2008, 2007]",5,2008
adrongardner,51,"[2007, 2017, 2001, 2016, 2010, 2004, 2005, 2016, 2011, 2007, 2017, 2014, 2009, 2006, 2005, 2008, 2005, 2011, 2005, 2007, 2009, 2012, 2012, 2014, 2009, 2009, 2006, 2015, 2011, 2013, 2014, 2010, 2009, 2013, 2009, 2009, 2002, 2012, 2018, 2008, 2013, 2007, 2012, 2009, 2008, 2005, 2016, 2010, 2009, 2012, 2012, 2016, 2013, 2017, 2003, 2013, 2014, 2012, 2004, 2012, 2008, 2008, 2011, 2016, 2012, 2013, 2012, 2010, 2003, 2013, 2016, 2011, 2013, 2008, 2011, 2012, 2007, 2011, 2009, 2012, 2002, 2014, 2013, 2014]",17,2010
bandw,73,"[2011, 2002, 2012, 2013, 2006, 2012, 2009, 2007, 2008, 2012, 2005, 2006, 2013, 2007, 2011, 2008, 2011, 2003, 2012, 2001, 2012, 2014, 2015, 2007, 2008, 2009, 2009, 2014, 2008, 2008, 2012, 2007, 2010, 2017, 2005, 2006, 2009, 2012, 2007, 2008, 2008, 2016, 2015, 2008, 2006, 2009, 2009, 2011, 2008, 2006, 2008, 2012, 2008, 2011, 2013, 2016, 2007, 2010, 2007, 2012, 2012, 2007, 2012, 2009, 2008, 2007, 2006, 2001, 2009, 2003, 2015, 2011, 2011, 2006, 2006, 2013, 2008, 2006, 2009, 2015, 2016]",16,2009
kdnor2011,50,"[2011, 2010, 2012, 2012, 2010, 2010, 2010, 2010, 2010, 2010, 2011, 2011, 2010, 2012, 2012, 2012, 2012, 2011, 2012, 2010, 2011, 2012, 2012, 2012, 2010, 2010, 2012, 2010, 2012, 2010, 2011, 2012, 2011, 2010, 2010, 2011, 2010, 2010, 2010, 2011, 2011, 2010, 2011, 2011, 2012, 2011, 2012, 2011, 2010, 2012, 2011, 2012, 2012, 2011, 2011, 2011, 2010, 2011, 2010, 2010, 2012, 2011, 2011, 2012, 2012, 2012, 2013, 2010, 2011, 2012, 2010, 2012, 2012, 2010, 2012, 2010, 2010, 2010, 2011, 2010, 2012, 2012, 2011, 2011, 2011, 2012, 2010, 2011, 2011, 2012, 2010, 2010, 2010, 2010, 2010, 2010, 2011, 2010, 2011, 2012, 2010, 2012, 2012, 2012, 2012, 2010, 2011, 2012, 2010, 2012, 2010, 2010, 2010, 2013, 2012, 2010, 2012, 2011, 2011, 2014, 2012, 2010, 2010, 2011, 2011, 2011, 2011, 2012, 2012, 2012, 2011, 2012, 2012, 2010, 2011, 2011, 2012, 2012, 2011, 2011, 2011, 2010, 2011, 2010, 2012, 2011, 2011, 2011, 2010, 2012, 2013]",4,2011
chrichtonsworld,329,"[2007, 2007, 2007, 2007, 2007, 2007, 2006, 2007, 2007, 2007, 2007, 2013, 2010, 2007, 2011, 2007, 2007, 2011, 2010, 2017, 2017, 2009, 2007, 2014, 2012, 2011, 2007, 2010, 2007, 2010, 2007, 2015, 2011, 2015, 2007, 2017, 2007, 2007, 2007, 2006, 2007, 2007, 2007, 2006, 2008, 2007, 2007, 2006, 2007, 2007, 2007, 2007, 2007, 2007]",11,2008
funkyfry,53,"[2010, 2007, 2007, 2002, 2010, 2006, 2002, 2002, 2009, 2010, 2003, 2008, 2009, 2007, 2008, 2009, 2001, 1998, 2002, 2008, 1998, 2010, 2009, 2003, 2002, 2005, 2011, 2009, 2005, 2010, 2007, 2010, 2015, 2015, 1999, 2009, 2002, 2002, 2007, 2009, 2010, 2006, 1998, 2002, 2009, 2009, 2007, 2004, 2005, 2014, 2007, 2010, 2005, 2007, 2007, 2008, 2008, 2009, 2008, 2010, 2010, 2010, 2010, 2008, 2006, 2007, 2007, 2009, 2007, 2007, 2007, 2004, 2015, 2014, 2002, 2010, 2002, 2007, 2008, 2002, 2007, 2002, 2002, 2013, 2007, 2007, 2003, 2006, 2008, 2007, 2004, 2004, 2004, 2004, 2002, 2002, 2007, 2003, 2007, 2002, 2002, 2007, 2007, 2015, 2007, 2009, 2003, 2003, 2009, 2002, 2006, 2008, 2008, 2008, 2002, 2002, 2008, 2004, 2008, 2002, 2004, 2003, 2015, 2005, 2009, 2008, 2007, 2003, 2007, 2008, 2010, 2002, 2009, 2007, 2008, 2009, 2009, 2009, 2007, 2007, 2006]",17,2006
tburke85,121,"[2010, 2009, 2009, 2009, 2009, 2009, 2010, 2009, 2009, 2009, 2009, 2009, 2009, 2010, 2009, 2010, 2008, 2010, 2009, 2009, 2009, 2009, 2009, 2009, 2010, 2009, 2009, 2009, 2009, 2009, 2010, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2014, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2010, 2010, 2010, 2010, 2009, 2009, 2009, 2009, 2009, 2009, 2010, 2009, 2009, 2009, 2009, 2010, 2010, 2009, 2009, 2009, 2010, 2009, 2009, 2011, 2009, 2009, 2009, 2009, 2009, 2010, 2010, 2009, 2009, 2009, 2009, 2010, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2014, 2010, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2010, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2010, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2010]",6,2009
kairingler,63,"[2013, 2008, 2008, 2009, 2007, 2008, 2008, 2009, 2007, 2009, 2013, 2008, 2009, 2013, 2013, 2013, 2013, 2013, 2014, 2008, 2013, 2008, 2013, 2007, 2014, 2007, 2010, 2007, 2008, 2008, 2008, 2013, 2008, 2013, 2008, 2009, 2013, 2013, 2013, 2009, 2007, 2009, 2013, 2014, 2008, 2013, 2007, 2013, 2007, 2008, 2013, 2013, 2013, 2008, 2008, 2007, 2013, 2013, 2007, 2007, 2014, 2007, 2008, 2012, 2012, 2013, 2010, 2008, 2008, 2013, 2014, 2007, 2009, 2013, 2009, 2013, 2009, 2013, 2013, 2007, 2008, 2008, 2009, 2008, 2008, 2009, 2013, 2009, 2007, 2008, 2013, 2013, 2009, 2008, 2009, 2014, 2009, 2014, 2013, 2013, 2013, 2013, 2008, 2009, 2007, 2007, 2009, 2013, 2007, 2013, 2008, 2013]",7,2010
FallenEye,114,"[2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2017, 2015, 2019, 2018, 2018, 2016, 2017, 2018, 2016, 2017, 2018, 2018, 2016, 2016, 2016, 2018, 2016, 2017, 2016, 2018, 2017, 2016, 2017, 2018, 2017, 2018, 2018, 2016, 2017, 2017, 2016, 2017, 2017, 2018, 2016, 2017, 2018, 2018, 2016, 2016, 2016, 2017, 2016, 2017, 2018, 2017, 2018, 2016, 2017, 2018, 2015, 2015, 2016, 2016, 2016, 2017, 2017, 2017, 2018, 2016, 2016, 2017, 2017, 2017, 2016, 2016, 2017, 2017, 2017, 2017, 2016, 2017, 2018, 2016, 2016, 2017, 2016, 2017]",4,2016
vostf,95,"[2014, 2003, 2020, 2003, 2013, 2014, 2001, 2001, 2010, 2009, 2012, 2015, 2008, 2012, 2009, 2011, 2001, 2011, 2015, 2014, 2008, 2003, 2017, 2002, 2014, 2015, 2013, 2014, 2014, 2014, 2014, 2014, 2002, 2014, 2001, 2010, 2014, 2013, 2002, 2019, 2011, 2006, 2014, 2010, 2001, 2012, 2013, 2015, 2011, 2017, 2001, 2016, 2006, 2001, 2012, 2010, 2008, 2002, 2012, 2003, 2008, 2010, 2002, 2010, 2015, 2014, 2020, 2015]",19,2010
russem31,310,"[2005, 2005, 2005, 2005, 2005, 2005, 2005, 2006, 2005, 2005, 2005, 2005, 2005, 2006, 2006, 2006, 2005, 2006, 2006, 2005, 2006, 2005, 2005, 2005, 2005, 2006, 2006, 2006, 2005, 2006, 2006, 2006, 2006, 2006, 2005, 2006, 2006, 2005, 2005, 2006, 2006, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2006, 2006, 2005, 2006, 2006, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2006, 2006, 2005, 2005, 2005, 2005, 2006, 2006, 2005, 2005, 2006, 2005, 2006, 2005]",1,2005
